"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @lovesBP3000: Line outside the venue

#BORNPINKinBarcelona #BLACKPINK https://t.co/lpqUiokCRM",FALSE,0,NA,2022-12-05 13:58:36,FALSE,NA,"1599765185140441088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Leo__098",13,TRUE,FALSE,NA,NA
"RT @BLACKPINK: BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#BLACKPINK #블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK …",FALSE,0,NA,2022-12-05 13:58:35,FALSE,NA,"1599765179432022016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","railane_davis",5556,TRUE,FALSE,NA,NA
"RT @BLACKPINK: BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#BLACKPINK #블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK …",FALSE,0,NA,2022-12-05 13:58:34,FALSE,NA,"1599765173291520001",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Zeenunewfan12",5556,TRUE,FALSE,NA,NA
"@jennie8jennie @thenreport I vote #JENNIE of #BLACKPINK     for #NETIZENSREPORT as Asian Celebrity of the year… https://t.co/BctOfgqqF3",FALSE,0,"jennie8jennie",2022-12-05 13:58:34,TRUE,"1599476041999069184","1599765173027282944","1496128868138328067","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jentamin",0,FALSE,FALSE,NA,NA
"RT @allkpop: [UCC] #BLACKPINK is the ""Most-Streamed Girl Group Globally"" on Spotify for the fourth year in a row https://t.co/iC4PgBUVro",FALSE,0,NA,2022-12-05 13:58:31,FALSE,NA,"1599765163753623553",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","e78740394",1139,TRUE,FALSE,NA,NA
"RT @BBU_BLACKPINK: Ultimate VIP #BLINKS at @BLACKPINK’s #BORNPINK World Tour Europe Pre-show party in Barcelona today!

BLACKPINK IN SPAIN…",FALSE,0,NA,2022-12-05 13:58:30,FALSE,NA,"1599765158288822272",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","aliceliris",44,TRUE,FALSE,NA,NA
"RT @BBU_BLACKPINK: Ultimate VIP #BLINKS at @BLACKPINK’s #BORNPINK World Tour Europe Pre-show party in Barcelona today!

BLACKPINK IN SPAIN…",FALSE,0,NA,2022-12-05 13:58:29,FALSE,NA,"1599765152819458048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","modtanoylanlala",44,TRUE,FALSE,NA,NA
"RT @ygent_official: #BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK #LOND…",FALSE,0,NA,2022-12-05 13:58:26,FALSE,NA,"1599765140454326272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amanaoap",1654,TRUE,FALSE,NA,NA
"RT @BLACKPINK: BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#BLACKPINK #블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK …",FALSE,0,NA,2022-12-05 13:58:26,FALSE,NA,"1599765139930042369",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlfFisher18",5556,TRUE,FALSE,NA,NA
"RT @jisoocloset: JISOO Instagram update 🖤
#JISOO #지수 #BLACKPINK https://t.co/7UphgApcAx",FALSE,0,NA,2022-12-05 13:58:24,FALSE,NA,"1599765132451905537",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LEAH24229606",111,TRUE,FALSE,NA,NA
"RT @BBU_BLACKPINK: #BLACKPINK is nominated for “MAIN” and “KWAVE” at the 32nd Seoul Music Awards!

VOTINGS will start tomorrow, Dec 6th at…",FALSE,0,NA,2022-12-05 13:58:23,FALSE,NA,"1599765130501246976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JennieeRubbyy",654,TRUE,FALSE,NA,NA
"RT @BLACKPINK: BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#BLACKPINK #블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK …",FALSE,0,NA,2022-12-05 13:58:23,FALSE,NA,"1599765128978698241",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lalisamj_",5556,TRUE,FALSE,NA,NA
"RT @BBU_BLACKPINK: Ultimate VIP #BLINKS at @BLACKPINK’s #BORNPINK World Tour Europe Pre-show party in Barcelona today!

BLACKPINK IN SPAIN…",FALSE,0,NA,2022-12-05 13:58:20,FALSE,NA,"1599765115016196097",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","zybqew",44,TRUE,FALSE,NA,NA
"RT @BLACKPINK: BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#BLACKPINK #블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK …",FALSE,0,NA,2022-12-05 13:58:17,FALSE,NA,"1599765105151217664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nalalalalissa",5556,TRUE,FALSE,NA,NA
"RT @BLACKPINK: BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#BLACKPINK #블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK …",FALSE,0,NA,2022-12-05 13:58:16,FALSE,NA,"1599765100210311169",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ladda_pan",5556,TRUE,FALSE,NA,NA
"@jennie8jennie @thenreport I vote #JENNIE of #BLACKPINK     for #NETIZENSREPORT as Asian Celebrity of the year… https://t.co/E5rwGqLrpg",FALSE,1,"jennie8jennie",2022-12-05 13:58:15,TRUE,"1599476041999069184","1599765095621398529","1496128868138328067","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jentamin",0,FALSE,FALSE,NA,NA
"RT @ygent_official: #BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK #LOND…",FALSE,0,NA,2022-12-05 13:58:13,FALSE,NA,"1599765088214601728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ClaireF35358147",1654,TRUE,FALSE,NA,NA
"RT @jisoo_trends: #JISOO at #BLACKPINK 'BORN PINK' World Tour in London https://t.co/eSuaNZHOiQ",FALSE,0,NA,2022-12-05 13:58:13,FALSE,NA,"1599765087106920448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mayChichusoo",109,TRUE,FALSE,NA,NA
"RT @BLACKPINK: BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#BLACKPINK #블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK …",FALSE,0,NA,2022-12-05 13:58:13,FALSE,NA,"1599765087015043073",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ketsanee1201",5556,TRUE,FALSE,NA,NA
"RT @CloutNewsMedia: Jisoo of BLACKPINK reveals via her Instagram that she's currently shooting a Vlog 📸💛

#kimjisoo #jisoo #sooya @blackpin…",FALSE,0,NA,2022-12-05 13:58:12,FALSE,NA,"1599765080677064704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JPRuRu_13",363,TRUE,FALSE,NA,NA
"RT @BLACKPINK: BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#BLACKPINK #블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK …",FALSE,0,NA,2022-12-05 13:58:11,FALSE,NA,"1599765076256632833",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hestiaseven",5556,TRUE,FALSE,NA,NA
"RT @BLACKPINK: BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#BLACKPINK #블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK …",FALSE,0,NA,2022-12-05 13:58:10,FALSE,NA,"1599765075081846784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haneycream",5556,TRUE,FALSE,NA,NA
"RT @BBU_BLACKPINK: Ultimate VIP #BLINKS at @BLACKPINK’s #BORNPINK World Tour Europe Pre-show party in Barcelona today!

BLACKPINK IN SPAIN…",FALSE,0,NA,2022-12-05 13:58:10,FALSE,NA,"1599765074385567744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","98blink97",40,TRUE,FALSE,NA,NA
"RT @lisalikethat: BLINKs, voting on ‘Seoul Music Award’ will start tomorrow. Download and collect hearts now on FANCAST app‼️

Android: htt…",FALSE,0,NA,2022-12-05 13:58:09,FALSE,NA,"1599765071332528128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JennieeRubbyy",26,TRUE,FALSE,NA,NA
"RT @BLACKPINK: BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#BLACKPINK #블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK …",FALSE,0,NA,2022-12-05 13:58:05,FALSE,NA,"1599765052806266880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","modtanoylanlala",5556,TRUE,FALSE,NA,NA
"RT @BLACKPINK: BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#BLACKPINK #블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK …",FALSE,0,NA,2022-12-05 13:58:03,FALSE,NA,"1599765046288338944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JPRuRu_13",5556,TRUE,FALSE,NA,NA
"RT @BLACKPINK: BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#BLACKPINK #블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK …",FALSE,0,NA,2022-12-05 13:58:03,FALSE,NA,"1599765044199186437",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Louris51374067",5556,TRUE,FALSE,NA,NA
"RT @CloutNewsMedia: Jisoo of BLACKPINK reveals via her Instagram that she's currently shooting a Vlog 📸💛

#kimjisoo #jisoo #sooya @blackpin…",FALSE,0,NA,2022-12-05 13:58:02,FALSE,NA,"1599765041041268738",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","jisooartist1",363,TRUE,FALSE,NA,NA
"RT @allkpop: K-Netizens have a heated debate after Jeremy Erlich, Spotify's Head of Music Strategy, is frequently spotted with #BLACKPINK #…",FALSE,0,NA,2022-12-05 13:58:01,FALSE,NA,"1599765035563503617",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yvejsdukie",196,TRUE,FALSE,NA,NA
"RT @BBU_BLACKPINK: Ultimate VIP #BLINKS at @BLACKPINK’s #BORNPINK World Tour Europe Pre-show party in Barcelona today!

BLACKPINK IN SPAIN…",FALSE,0,NA,2022-12-05 13:58:01,FALSE,NA,"1599765035001475072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TrucLinh1603",44,TRUE,FALSE,NA,NA
"RT @jihyeenini: Wts lfb ph only

Random photocard (price in the pics)

Mod ggx and jnt
Mop gcash

#jennie #jisoo #lisa #rosè #bornpink  #ph…",FALSE,0,NA,2022-12-05 13:58:01,FALSE,NA,"1599765034867249152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","blackpinkphgos",3,TRUE,FALSE,NA,NA
"RT @BLACKPINK: BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#BLACKPINK #블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK …",FALSE,0,NA,2022-12-05 13:58:01,FALSE,NA,"1599765034418450432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JeonJun27796801",5556,TRUE,FALSE,NA,NA
"RT @BLACKPINK: BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#BLACKPINK #블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK …",FALSE,0,NA,2022-12-05 13:58:00,FALSE,NA,"1599765032186785792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","De_BLACKPINK_",5556,TRUE,FALSE,NA,NA
"@jennie8jennie @thenreport I vote #JENNIE of #BLACKPINK     for #NETIZENSREPORT as Asian Celebrity of the year… https://t.co/BAF8fYfsO1",FALSE,0,"jennie8jennie",2022-12-05 13:57:59,TRUE,"1599476041999069184","1599765028571258882","1496128868138328067","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jentamin",0,FALSE,FALSE,NA,NA
"RT @portalblackpink: [IG Story] sooyaaa__:

Parece que teremos vlog JISOO em breve! 💗🖤

#지수 #JISOO #블랙핑크 #BLACKPINK https://t.co/Fy8Jt8U1Ot",FALSE,0,NA,2022-12-05 13:57:58,FALSE,NA,"1599765023261618176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LEAH24229606",44,TRUE,FALSE,NA,NA
"RT @spinorbinmusic: #BLACKPINK's Jisoo looking gorgeous in newly shared photos. ♥️ https://t.co/EZIW2V2D0x",FALSE,0,NA,2022-12-05 13:57:57,FALSE,NA,"1599765020581146624",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","jisooartist1",67,TRUE,FALSE,NA,NA
"RT @BP_VotingTeam2: 📢 32nd Seoul Music Awards

Blinks download Fancast App on App store /Play store now. First Round (Vote) will start tomo…",FALSE,0,NA,2022-12-05 13:57:56,FALSE,NA,"1599765013220143104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Louris51374067",125,TRUE,FALSE,NA,NA
"RT @koreansales_twt: Most Streamed K-Pop Artists on Spotify Global
(December 04, 2022)

7. #BTS [=]
33. #RM [-12]
53. #BLACKPINK [+3]
128.…",FALSE,0,NA,2022-12-05 13:57:55,FALSE,NA,"1599765011085537282",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SKZ_Chart",55,TRUE,FALSE,NA,NA
"RT @kpopggsuperior: Circle Global Kpop Chart – Week 48

#1 #LE_SSERAFIM - ANTIFRAGILE
#2 #BLACKPINK - Shut Down
#3 #GIDLE - Nxde
#4 #BLACKP…",FALSE,0,NA,2022-12-05 13:57:52,FALSE,NA,"1599765000272609282",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hi_highBear",13,TRUE,FALSE,NA,NA
"RT @CloutNewsMedia: Jisoo of BLACKPINK looks gorgeous in newly shared pictures on her instagram 💛✨

#jisoo #kimjisoo #sooya @blackpink #bla…",FALSE,0,NA,2022-12-05 13:57:52,FALSE,NA,"1599765000150986755",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pppppbbbbb00",195,TRUE,FALSE,NA,NA
"RT @BBU_BLACKPINK: Ultimate VIP #BLINKS at @BLACKPINK’s #BORNPINK World Tour Europe Pre-show party in Barcelona today!

BLACKPINK IN SPAIN…",FALSE,0,NA,2022-12-05 13:57:52,FALSE,NA,"1599764998560964608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FG_BP5H",44,TRUE,FALSE,NA,NA
"RT @BLACKPINK: BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#BLACKPINK #블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK …",FALSE,0,NA,2022-12-05 13:57:52,FALSE,NA,"1599764996938149889",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SFT95KJISOO",5556,TRUE,FALSE,NA,NA
"RT @sellpollvotetta: FANTOO GIVEAWAY
January Birthday Poll
10,000 fanits ☘️ (most proof)
5.000 Fanit ☘️ win poll

🎯 Retweets and likes my p…",FALSE,0,NA,2022-12-05 13:57:51,FALSE,NA,"1599764994736148480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sakpus",409,TRUE,FALSE,NA,NA
"RT @jisoo_trends: #JISOO at #BLACKPINK 'BORN PINK' World Tour in London https://t.co/eSuaNZHOiQ",FALSE,0,NA,2022-12-05 13:57:49,FALSE,NA,"1599764984984403968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","missjenniferkim",109,TRUE,FALSE,NA,NA
"RT @BLACKPINK: BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#BLACKPINK #블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK …",FALSE,0,NA,2022-12-05 13:57:47,FALSE,NA,"1599764976620961793",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","justemejohanna",5556,TRUE,FALSE,NA,NA
"RT @jisoocloset: JISOO Instagram update 🖤
#JISOO #지수 #BLACKPINK https://t.co/7UphgApcAx",FALSE,0,NA,2022-12-05 13:57:47,FALSE,NA,"1599764975949869057",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YanaZapico",111,TRUE,FALSE,NA,NA
"RT @bplockscreens_: ☆ #JISOO lockscreen // wallpapers. 

— extended wallpaper. 
— #JENNIE #LISA #ROSÉ #BLACKPINK            
— Instagram po…",FALSE,0,NA,2022-12-05 13:57:45,FALSE,NA,"1599764970346274816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","blackvelvetsnsd",28,TRUE,FALSE,NA,NA
"RT @BBU_BLACKPINK: Ultimate VIP #BLINKS at @BLACKPINK’s #BORNPINK World Tour Europe Pre-show party in Barcelona today!

BLACKPINK IN SPAIN…",FALSE,0,NA,2022-12-05 13:57:45,FALSE,NA,"1599764967179550720",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","yarae37",44,TRUE,FALSE,NA,NA
"@jennie8jennie @thenreport WE LOVE J 

I vote #JENNIE of #BLACKPINK     for #NETIZENSREPORT as Asian Celebrity of t… https://t.co/1ZoebUS5ky",FALSE,0,"jennie8jennie",2022-12-05 13:57:42,TRUE,"1599476041999069184","1599764957704306688","1496128868138328067","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jentamin",0,FALSE,FALSE,NA,NA
"RT @BLACKPINK: BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#BLACKPINK #블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK …",FALSE,0,NA,2022-12-05 13:57:42,FALSE,NA,"1599764955808817154",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","kunyongkunnong",5556,TRUE,FALSE,NA,NA
"RT @BBU_BLACKPINK: Ultimate VIP #BLINKS at @BLACKPINK’s #BORNPINK World Tour Europe Pre-show party in Barcelona today!

BLACKPINK IN SPAIN…",FALSE,0,NA,2022-12-05 13:57:41,FALSE,NA,"1599764952130400257",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ice_AisuZ",44,TRUE,FALSE,NA,NA
"RT @BLACKPINK: BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#BLACKPINK #블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK …",FALSE,0,NA,2022-12-05 13:57:37,FALSE,NA,"1599764935546134529",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","loveyou409",5556,TRUE,FALSE,NA,NA
"RT @BBU_BLACKPINK: Ultimate VIP #BLINKS at @BLACKPINK’s #BORNPINK World Tour Europe Pre-show party in Barcelona today!

BLACKPINK IN SPAIN…",FALSE,0,NA,2022-12-05 13:57:37,FALSE,NA,"1599764934606585856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BLINKPI27325089",44,TRUE,FALSE,NA,NA
"RT @jisoocloset: JISOO Instagram update 🖤
#JISOO #지수 #BLACKPINK https://t.co/7UphgApcAx",FALSE,0,NA,2022-12-05 13:57:36,FALSE,NA,"1599764929384677376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AlexaGirdan",111,TRUE,FALSE,NA,NA
"RT @BBU_BLACKPINK: Ultimate VIP #BLINKS at @BLACKPINK’s #BORNPINK World Tour Europe Pre-show party in Barcelona today!

BLACKPINK IN SPAIN…",FALSE,0,NA,2022-12-05 13:57:34,FALSE,NA,"1599764924607393792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lalalida_",44,TRUE,FALSE,NA,NA
"RT @ygent_official: #BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK #LOND…",FALSE,0,NA,2022-12-05 13:57:34,FALSE,NA,"1599764923156168704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LmonMs",1654,TRUE,FALSE,NA,NA
"RT @BLACKPINK: BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#BLACKPINK #블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK …",FALSE,0,NA,2022-12-05 13:57:32,FALSE,NA,"1599764915556081668",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","whippedforlali",5556,TRUE,FALSE,NA,NA
"RT @ygent_official: #BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK #LOND…",FALSE,0,NA,2022-12-05 13:57:32,FALSE,NA,"1599764914725588992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hanaisfineee",1654,TRUE,FALSE,NA,NA
"@jennie8jennie @thenreport JENNIE QUEEN I vote #JENNIE of #BLACKPINK     for #NETIZENSREPORT as Asian Celebrity of… https://t.co/UMlEW8cr5I",FALSE,0,"jennie8jennie",2022-12-05 13:57:32,TRUE,"1599476041999069184","1599764914045825024","1496128868138328067","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jentamin",0,FALSE,FALSE,NA,NA
"RT @BLACKPINK: BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#BLACKPINK #블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK …",FALSE,0,NA,2022-12-05 13:57:30,FALSE,NA,"1599764906563481600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Blink_Once21",5556,TRUE,FALSE,NA,NA
"RT @CloutNewsMedia: Jisoo of BLACKPINK looks gorgeous in newly shared pictures on her instagram 💛✨

#jisoo #kimjisoo #sooya @blackpink #bla…",FALSE,0,NA,2022-12-05 13:57:30,FALSE,NA,"1599764906445676546",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LmonMs",195,TRUE,FALSE,NA,NA
"RT @ygent_official: #BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK #LOND…",FALSE,0,NA,2022-12-05 13:57:30,FALSE,NA,"1599764904315355136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","whippedforlali",1654,TRUE,FALSE,NA,NA
"RT @BBU_BLACKPINK: Ultimate VIP #BLINKS at @BLACKPINK’s #BORNPINK World Tour Europe Pre-show party in Barcelona today!

BLACKPINK IN SPAIN…",FALSE,0,NA,2022-12-05 13:57:29,FALSE,NA,"1599764900922155008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","soundofcoops",44,TRUE,FALSE,NA,NA
"RT @BLACKPINK: BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#BLACKPINK #블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK …",FALSE,0,NA,2022-12-05 13:57:28,FALSE,NA,"1599764897067601922",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","97syuimh",5556,TRUE,FALSE,NA,NA
"RT @BLACKPINK: BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#BLACKPINK #블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK …",FALSE,0,NA,2022-12-05 13:57:27,FALSE,NA,"1599764893934452736",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MitChellGMTH",5556,TRUE,FALSE,NA,NA
"RT @ygent_official: #BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK #LOND…",FALSE,0,NA,2022-12-05 13:57:27,FALSE,NA,"1599764893389164544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vrnxoxosos_",1654,TRUE,FALSE,NA,NA
"RT @BP_VotingTeam2: 🚨 How to collect hearts for SMA 2022?

Collect as early as now Blinks!

1. Click ""store"" icon (located at the upper rig…",FALSE,0,NA,2022-12-05 13:57:26,FALSE,NA,"1599764891375923202",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rosef9431",171,TRUE,FALSE,NA,NA
"RT @jisoocloset: JISOO Instagram update 🖤
#JISOO #지수 #BLACKPINK https://t.co/7UphgApcAx",FALSE,0,NA,2022-12-05 13:57:25,FALSE,NA,"1599764886862852097",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pilosoopo",111,TRUE,FALSE,NA,NA
"RT @BLACKPINK: BLACKPINK WORLD TOUR [BORN PINK] LONDON HIGHLIGHT CLIP

#BLACKPINK #블랙핑크 #BORNPINK #BLACKPINK_WORLDTOUR #BLACKPINK_BORNPINK …",FALSE,0,NA,2022-12-05 13:57:24,FALSE,NA,"1599764881418334208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LmonMs",5556,TRUE,FALSE,NA,NA
